Hero Image,Details,Description,in en search,exists in en,translated,name,Excursion Link
n,n,n,y,y,n,Touna Aute Carib Native Village,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/touna-aute-carib-native-village.html
y (placeholder),n,n,y,y,y,Tranopy- und Bobbahn-Abenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tranopy-bobsled.html
y (placeholder),n,n,y,y,y,Tranopy- und Bobbahn-Abenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/tranopy-bobsled.html
n,n,n,y,y,y,Trinidad: Museum der Karibik,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/trinidad-museum-of-the-caribbean.html
n,n,n,y,y,y,Tropicana Cabaret: Rhythmen der Nacht (Premium-Sitzplätze),https://www.hollandamerica.com/de_DE/shore-excursions/1010061/tropicana-cabaret-rhythms-of-the-night-premium-seating.html
n,n,n,y,y,y,Tropicana Cabaret: Rhythmen der Nacht (Sitzplatz der mittleren Kategorie),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tropicana-cabaret-rhythms-of-the-night-mid-level-seating.html
y,n,n,y,y,n,Trujillo by Land & Sea,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/trujillo-by-land-sea.html
y,n,n,y,y,y,Tubing- und Zipline-Kombination in der Crystal Cave,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/crystal-cave-tubing-zipline-combo.html
n,n,n,y,y,n,Tulum Mayan Ruins & Beach Break,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tulum-mayan-ruins-beach-break.html
n,n,n,y,y,n,Tulum Mayan Ruins Express,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tulum-mayan-ruins-express.html
y (placeholder),n,n,y,y,n,Turtle Cove Catamaran Sail & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/turtle-cove-catamaran-sail-snorkel.html
n,n,n,y,y,n,Two-Tank Certified Dive,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/two-tank-certified-dive.html
n,n,n,y,y,n,Two-Tank Certified Scuba Dive,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/two-tank-certified-scuba-dive.html
n,n,n,y,y,n,Two-Tank Certified Scuba Diving,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/two-tank-certified-scuba-diving.html
y,n,n,n,y,n,UNESCO Historic Sites,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/unesco-historic-sites.html
n,n,n,y,y,y,UNESCO-Weltkulturerbe Brimstone Fortress und Romney Gardens,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/brimstone-fortress-unesco-world-heritage-site-romney-gardens.html
n,n,n,y,y,n,Ultimate Island Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/ultimate-island-experience.html
n,n,n,y,y,n,Ultimate Snorkeling,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/ultimate-snorkeling.html
n,n,n,y,y,y,Ultimate-Royal-Palm-Upgradepaket für das Paket „Private Oasis – Palm“,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/ultimate-oasis-package-upgrade-for-private-oasis-palm-package.html
n,n,n,y,y,n,Under Two Flags Island Drive,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/under-two-flags-island-drive.html
n,n,n,y,y,n,Upgrade-Paket „Butlerservice“ für die Privatcabana,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/butler-service-upgrade-package-for-private-cabana.html
n,n,n,y,y,y,Upgrade-Paket „Butlerservice“ für die Strandvillen,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/butler-service-upgrade-package-for-beach-villas.html
n,n,n,y,y,n,VIP Luxury Champagne Catamaran Sail & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/vip-luxury-champagne-catamaran-sail-snorkel.html
y,n,n,y,y,y,VIP Strandtag auf Blue Lagoon Island,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/vip-beach-day-at-blue-lagoon-island.html
y (placeholder),n,n,y,y,y,VIP-Kreuzfahrt und Schnorchelabenteuer mit Sekt,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/vip-cruise-snorkel-sparkling-wine-adventure.html
n,n,n,y,y,n,Veragua Rain Forest Aerial Tram & the Original Canopy Tour Combo,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/veragua-rain-forest-aerial-tram-the-original-canopy-tour-combo.html
n,n,n,y,y,n,Veragua Rain Forest Eco-Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/veragua-rain-forest-eco-adventure.html
n,n,n,y,y,n,Veragua Rain Forest Eco-Adventure & Tortuguero Canals,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/veragua-rain-forest-eco-adventure-tortuguero-canals.html
y,y,y,n,y,n,Verlängerter Aufenthalt und Mittagessen in Peggy’s Cove,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/peggy-s-cove-extended-visit-lunch.html
n,n,n,y,y,y,Verstecktes Bonaire mit dem UNIMOG,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/hidden-bonaire-by-unimog.html
y (placeholder),n,n,n,y,y,Verwunschenes historisches Sydney: Ein gruseliger Rundgang,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/haunted-historic-sydney-a-wicked-walking-tour.html
y (placeholder),n,n,n,y,y,Viktorianische Dörfer des Mount Desert Island,https://www.hollandamerica.com/de_DE/shore-excursions/1010062/victorian-villages-of-mount-desert-island.html
n,n,n,y,y,y,Virgin Gorda und „die Badewanne“,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/virgin-gorda-the-baths.html
n,n,n,y,y,n,Virgin Islands Sailaway,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/virgin-islands-sailaway.html
n,n,n,y,y,y,Wanderung auf den Vulkan Soufrière,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/hiking-up-la-soufriere-volcano.html
y (placeholder),n,n,n,y,y,Wanderung zu den Uisage-Ban-Wasserfällen,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/hike-to-uisage-ban-falls.html
n,n,n,y,y,y,Wasserspaß: Miniboot-Abenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/rhino-rider-personal-watercraft.html
n,n,n,y,y,y,Wassertaxi zum No Name Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/no-name-beach-water-taxi.html
n,n,n,y,y,n,Whale & Dolphin Safari,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/whale-dolphin-safari.html
y,n,n,n,y,n,Whale Watching,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/whale-watching.html
y,y,y,y,y,n,Wildlife Rescue Center & La Ceiba Private Reserve,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/wildlife-rescue-center-la-ceiba-private-reserve.html
n,n,n,y,y,n,Willemstad Trolley Train,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/willemstad-trolley-train.html
n,n,n,y,y,n,Willemstad by Night & Folkloric Performance,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/willemstad-by-night-folkloric-performance.html
y,y,y,y,y,n,Window Cave Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/window-cave-experience.html
n,n,n,y,y,n,World Famous Conch Train Hop-On/Hop-Off (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/world-famous-conch-train-hop-on-hop-off-wheelchair-accessible.html
n,n,n,y,y,n,World-Famous Hop-On/Hop-Off Conch Train,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/world-famous-hop-on-hop-off-conch-train.html
n,n,n,y,y,n,Xcaret Park,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/xcaret-park.html
n,n,n,y,y,n,Xel-Ha Paradise & Tulum Mayan Ruins,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/xel-ha-paradise-tulum-mayan-ruins.html
n,n,n,y,y,n,Xplor Park - All-Inclusive Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/xplor-park-all-inclusive-adventure.html
n,n,n,y,y,y,Zertifiziertes Sporttauchen mit zwei Tauchflaschen im Marine Park,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/marine-park-certified-scuba-two-tank-dive.html
n,n,n,y,y,n,Zip-Line Tortola,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/zip-line-tortola.html
y (placeholder),n,n,y,y,n,Zuperman Zip-Line Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/zuperman-zip-line-adventure.html
n,n,n,y,y,y,Zuschlag für zusätzliche Gäste beim Paket „Private Oasis – Palm“,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/extra-person-surcharge-for-private-oasis-palm-package.html
n,n,n,y,y,y,Zuschlag für zusätzliche Gäste beim Privatcabana-Paket,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/extra-person-surcharge-for-private-cabana-package.html
n,n,n,y,y,y,Zuschlag für zusätzliche Personen beim Butler-Upgrade-Paket,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/extra-person-surcharge-for-butler-package-upgrade.html
n,n,n,y,y,y,Zuschlag für zusätzliche Personen beim Royal-Palm-Upgrade-Paket,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/extra-person-surcharge-for-royal-palm-package-upgrade.html
n,n,n,y,y,y,Zuschlag für zusätzliche Personen beim Ultimate-Oasis-Upgrade,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/extra-person-surcharge-for-ultimate-oasis-package-upgrade.html
y,n,n,y,y,y,„Comeback“-Tour Korallenwelt,https://www.hollandamerica.com/de_DE/shore-excursions/1010064/coral-world-come-back-tour.html
n,n,n,y,y,y,„El Canonazo“-Abendausflug,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/el-canonazo-evening-tour.html
y (placeholder),n,n,n,y,y,"„Hop-On, Hop-Off“-Bustour durch Halifax, inkl. Eintritt ins Maritime Museum",https://www.hollandamerica.com/de_DE/shore-excursions/1010056/hop-on-hop-off-halifax-with-admission-to-the-maritime-museum.html
n,n,n,y,y,y,Öko-Lagunenkreuzfahrt,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/eco-lagoon-cruise.html
n,n,n,y,y,y,Öko-Tour in der Blauen Lagune und Juanillo Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/blue-lagoon-eco-tour-juanillo-beach.html
n,n,n,y,y,y,Ökoabenteuer Harrison’s Cave,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-harrison-s-cave-eco-adventure.html
n,n,n,y,y,y,Ökoabenteuer Mangrovenbootstour,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/mangrove-boating-eco-adventure.html
n,n,n,y,y,y,Ökotour zu den Grünen Meerkatzen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/green-monkey-eco-discovery.html
